what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1330765021472
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1330765021485
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1330765021499
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.1.v201103270854,"org.eclipse.jst.ws.cxf.creation.ui",1330765021512
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1330765021522
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.511.v201103082026,"org.eclipse.jst.ws.creation.ui",1330765021533
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.303.v201103082026,"org.eclipse.jst.ws.consumption.ui",1330765021547
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1330765021547
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1330765021557
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.405.v201104141500,"org.eclipse.jst.servlet.ui",1330765021567
stopped,bundle,org.eclipse.jst.jee.ui,1.0.305.v201105110300,"org.eclipse.jst.jee.ui",1330765021567
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1330765021567
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.400.v201004150700,"org.eclipse.jst.j2ee.jca.ui",1330765021580
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.405.v201104141600,"org.eclipse.jst.j2ee.ui",1330765021580
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1330765021589
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.200.v200909290826,"org.eclipse.jst.j2ee.ejb.annotations.emitter",1330765021599
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.101.v20100906,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1330765021607
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.1.v201101112207,"org.eclipse.jst.jsf.facesconfig.ui",1330765021616
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.0.v20100414,"org.eclipse.jst.pagedesigner.jsf.ui",1330765021625
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.2.v201101211220,"org.eclipse.jst.pagedesigner",1330765021637
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1330765021650
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1330765021662
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.2.v20101027,"org.eclipse.jst.jsf.standard.tagsupport",1330765021672
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1330765021685
stopped,bundle,org.eclipse.jst.jsf.core,1.3.4.v201103181656,"org.eclipse.jst.jsf.core",1330765021699
stopped,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1330765021756
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1330765021768
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1330765021778
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.1.v201103270854,"org.eclipse.jst.ws.cxf.creation.core",1330765021793
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.core",1330765021809
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.2.v201103270854,"org.eclipse.jst.ws.jaxws.ui",1330765021820
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.core",1330765021835
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1330765021840
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1330765021847
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1330765021853
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1330765021865
stopped,bundle,org.springframework.ide.eclipse.aop.ui.matcher,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.ui.matcher",1330765021877
stopped,bundle,org.springframework.ide.eclipse.aop.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.ui",1330765021878
stopped,bundle,org.springframework.ide.eclipse.batch,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.batch",1330765021894
stopped,bundle,org.springframework.ide.eclipse.security,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.security",1330765021902
stopped,bundle,org.springframework.ide.eclipse.aop.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.aop.core",1330765021902
stopped,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1330765021913
stopped,bundle,org.springframework.ide.eclipse.integration,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.integration",1330765021921
stopped,bundle,org.springframework.ide.eclipse.osgi,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.osgi",1330765021925
stopped,bundle,org.springframework.ide.eclipse.webflow.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1330765021937
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.graph,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.webflow.ui.graph",1330765021949
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.editor,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.webflow.ui.editor",1330765021959
stopped,bundle,org.springframework.ide.eclipse.webflow.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.webflow.core",1330765021978
stopped,bundle,org.springframework.ide.eclipse.beans.ui.editor,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.editor",1330765021994
stopped,bundle,org.springframework.ide.eclipse.beans.ui.autowire,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.autowire",1330765022003
stopped,bundle,org.springframework.ide.eclipse.beans.ui.graph,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.graph",1330765022077
stopped,bundle,org.springframework.ide.eclipse.beans.ui.search,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui.search",1330765022088
stopped,bundle,org.springframework.ide.eclipse.beans.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui",1330765022088
stopped,bundle,org.springframework.ide.eclipse.uaa,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.uaa",1330765022088
stopped,bundle,org.springframework.ide.eclipse.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.ui",1330765022089
stopped,bundle,org.springframework.ide.eclipse.beans.core.autowire,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core.autowire",1330765022098
stopped,bundle,org.springframework.ide.eclipse.beans.core.metadata,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core.metadata",1330765022107
stopped,bundle,org.springframework.ide.eclipse.beans.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core",1330765022107
stopped,bundle,org.springframework.ide.eclipse.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.core",1330765022107
stopped,bundle,org.eclipse.ajdt.core,2.2.0.e37x-20120301-1100,"org.eclipse.ajdt.core",1330765022107
stopped,bundle,org.eclipse.contribution.weaving.jdt,2.2.0.e37x-20120301-1100,"org.eclipse.contribution.weaving.jdt",1330765022107
stopped,bundle,org.eclipse.jst.common.ui,1.0.4.v201109151453,"org.eclipse.jst.common.ui",1330765022123
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.304.v201110211728,"org.eclipse.wst.jsdt.web.support.jsp",1330765022136
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.ui",1330765022152
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1330765022435
stopped,bundle,org.eclipse.rse.importexport,1.2.101.v201008191400,"org.eclipse.rse.importexport",1330765022457
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1330765022460
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1330765022475
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1330765022487
stopped,bundle,org.eclipse.rse.files.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.files.ui",1330765022498
stopped,bundle,org.eclipse.rse.processes.ui,3.0.200.v201003010830,"org.eclipse.rse.processes.ui",1330765022511
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1330765022519
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.501.v201004201506,"org.eclipse.wst.wsi.ui",1330765022527
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.306.v201106290347,"org.eclipse.wst.wsdl.ui",1330765022546
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.305.v201104132127,"org.eclipse.wst.xsd.ui",1330765022573
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.305.v201110211728,"org.eclipse.wst.jsdt.web.ui",1330765022592
stopped,bundle,org.eclipse.wst.web.ui,1.1.401.v201109151600,"org.eclipse.wst.web.ui",1330765022609
stopped,bundle,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.ui",1330765022634
stopped,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1330765022651
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1330765022653
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1330765022669
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.2.v201101212242,"org.eclipse.wst.xml.xpath.ui",1330765022672
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1330765055520
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1330765055524
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1330765055645
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1330765055647
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1330765055731
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1330765055733
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1330765055735
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1330765055737
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1330765055738
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1330765055740
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1330765055743
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1330765055746
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1330765055748
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1330765055750
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1330765055751
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1330765055754
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1330765055757
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1330765055760
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1330765055967
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1330765055969
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1330765055971
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1330765055973
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1330765055975
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1330765055976
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1330765055979
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1330765055980
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1330765055982
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1330765055985
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1330765055987
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1330765055989
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1330765055991
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1330765055994
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1330765055997
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1330765055999
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1330765056077
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1330765056080
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1330765056082
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1330765056084
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1330765056086
